Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
tallow,C013698,61789-97-7,COVID-19,MESH:D000086382,,TMEM106B,3.62,1
"1,1-bis(3'-indolyl)-1-(4-trifluoromethylphenyl)methane",C492909,,COVID-19,MESH:D000086382,,TNF,3.61,1
"2,4-dihydroxy-N-(4-hydroxyphenyl)benzamide",C585912,,COVID-19,MESH:D000086382,,TNF,3.61,1
"25-methoxyldammarane-3,12,20-triol",C557882,,COVID-19,MESH:D000086382,,TNF,3.61,1
allylpyrocatechol,C523074,,COVID-19,MESH:D000086382,,TNF,3.61,1
BCG Vaccine,D001500,,COVID-19,MESH:D000086382,,IL6,3.61,4
gentiopicroside,C012997,20831-76-9,COVID-19,MESH:D000086382,,TNF,3.61,1
GSK2141795,C000595149,,COVID-19,MESH:D000086382,,TNF,3.61,1
hydroxygenkwanin,C051414,20243-59-8,COVID-19,MESH:D000086382,,TNF,3.61,1
KMUP 1,C439304,,COVID-19,MESH:D000086382,,TNF,3.61,1
Lipid Peroxides,D008054,,COVID-19,MESH:D000086382,,AGT,3.61,1
mefenoxam,C473256,,COVID-19,MESH:D000086382,,IL6,3.61,4
N-nitrosodiethanolamine,C014129,1116-54-7,COVID-19,MESH:D000086382,,UGCG,3.61,1
obacunone,C067207,751-03-1,COVID-19,MESH:D000086382,,IL6,3.61,4
Picrotoxin,D010852,,COVID-19,MESH:D000086382,,CCR2,3.61,1
"pyridoxal phosphate-6-azophenyl-2',4'-disulfonic acid",C077792,149017-66-3,COVID-19,MESH:D000086382,,IL6,3.61,4
quercetin 3'-sulfate,C531389,,COVID-19,MESH:D000086382,,TNF,3.61,1
resmethrin,C100036,,COVID-19,MESH:D000086382,,CCL2,3.61,1
Coffee,D003069,,COVID-19,MESH:D000086382,,IL10,3.60,2
Pentosan Sulfuric Polyester,D010426,37300-21-3,COVID-19,MESH:D000086382,,F8,3.60,1
Ribonucleotides,D012265,,COVID-19,MESH:D000086382,,TMEM106B,3.60,1
1-((1-O-octadecyl-2-O-methylglycero)phospho)-3-deoxy-myo-inositol,C435044,,COVID-19,MESH:D000086382,,IL1B,3.59,1
"2-(5-benzo(1,3)dioxol-5-yl-2-tert-butyl-3H-imidazol-4-yl)-6-methylpyridine hydrochloride",C519132,,COVID-19,MESH:D000086382,,IL1B,3.59,1
"3,4-dichloroaniline",C014464,95-76-1,COVID-19,MESH:D000086382,,MUC1,3.59,1
CA 074 methyl ester,C400541,,COVID-19,MESH:D000086382,,IL1B,3.59,1
calmidazolium,C031938,,COVID-19,MESH:D000086382,,IL1B,3.59,1
Carboplatin,D016190,41575-94-4,COVID-19,MESH:D000086382,,IL6|TNF,3.59,5
phenylbenzoquinone,C029322,363-03-1,COVID-19,MESH:D000086382,,IL1B,3.59,1
Pindolol,D010869,13523-86-9,COVID-19,MESH:D000086382,,AGT,3.59,1
quinoxyfen,C470613,,COVID-19,MESH:D000086382,,CCL2,3.59,1
Spider Venoms,D013111,,COVID-19,MESH:D000086382,,IL1B,3.59,1
3-(4-(4-((1-(2-chlorophenyl)ethoxy)carbonyl amino)-3-methyl-5-isoxazolyl) benzylsulfanyl) propanoic acid,C477898,,COVID-19,MESH:D000086382,,IL6,3.58,4
Buspirone,D002065,36505-84-7,COVID-19,MESH:D000086382,,TMEM106B|TMPRSS2,3.58,4
FLLL 32,C548902,,COVID-19,MESH:D000086382,,IL6,3.58,4
ginsenoside Rh2,C055305,78214-33-2,COVID-19,MESH:D000086382,,IL6,3.58,4
norcantharidin,C069741,,COVID-19,MESH:D000086382,,IL2,3.58,1
sodium sulfide,C033479,1313-82-2,COVID-19,MESH:D000086382,,IL6,3.58,4
4-(3-(2-propyl-3-hydroxy-4-acetyl)phenoxy)propyloxyphenoxy acetic acid,C520164,,COVID-19,MESH:D000086382,,CCL2,3.57,1
5-hydroxydecanoic acid,C052853,624-00-0,COVID-19,MESH:D000086382,,TNF,3.57,1
"((5Z)5-(1,3-benzodioxol-5-yl)methylene-2-phenylamino-3,5-dihydro-4H-imidazol-4-one)",C578491,,COVID-19,MESH:D000086382,,TNF,3.57,1
ajoene,C048980,92285-01-3,COVID-19,MESH:D000086382,,TNF,3.57,1
Bacterial Toxins,D001427,,COVID-19,MESH:D000086382,,TNF,3.57,1
calycopterin,C533734,,COVID-19,MESH:D000086382,,TNF,3.57,1
"cholix toxin, Vibrio cholerae",C529269,,COVID-19,MESH:D000086382,,TNF,3.57,1
cicaprost,C043867,95722-07-9,COVID-19,MESH:D000086382,,TNF,3.57,1
cudratricusxanthone A,C533013,,COVID-19,MESH:D000086382,,TNF,3.57,1
dimethylarsine,C062856,593-57-7,COVID-19,MESH:D000086382,,CXCL8,3.57,1
dioxinodehydroeckol,C550453,,COVID-19,MESH:D000086382,,TNF,3.57,1
Frankincense,D065260,,COVID-19,MESH:D000086382,,TNF,3.57,1
fumaric acid,C032005,110-17-8,COVID-19,MESH:D000086382,,TNF,3.57,1
glucosamine 6-phosphate,C001293,3616-42-0,COVID-19,MESH:D000086382,,TNF,3.57,1
HTS 466284,C506615,,COVID-19,MESH:D000086382,,CCL2,3.57,1
manidipine,C054218,89226-50-6,COVID-19,MESH:D000086382,,CCL2,3.57,1
Miransertib,C000608559,,COVID-19,MESH:D000086382,,TNF,3.57,1
Phthalic Acids,D010795,,COVID-19,MESH:D000086382,,BCL11A|CRP|TNF,3.57,3
Pyridoxamine,D011733,85-87-0,COVID-19,MESH:D000086382,,TNF,3.57,1
Pyruvates,D011773,,COVID-19,MESH:D000086382,,TNF,3.57,1
zirconium oxide,C028541,1314-23-4,COVID-19,MESH:D000086382,,TNF,3.57,1
"3,4,5,3',4',5'-hexachlorobiphenyl",C027309,,COVID-19,MESH:D000086382,,IL2,3.56,1
A 967079,C560402,,COVID-19,MESH:D000086382,,IL1B,3.56,1
Calcium Oxalate,D002129,25454-23-3,COVID-19,MESH:D000086382,,CCL2,3.56,1
glycidamide,C071834,,COVID-19,MESH:D000086382,,TMPRSS2,3.56,3
Matrix Metalloproteinase Inhibitors,D061965,,COVID-19,MESH:D000086382,,IL1B,3.56,1
monorden,C035359,12772-57-5,COVID-19,MESH:D000086382,,IL1B,3.56,1
Oxalic Acid,D019815,144-62-7,COVID-19,MESH:D000086382,,CCL2,3.56,1
p-Chloromercuribenzoic Acid,D020245,59-85-8,COVID-19,MESH:D000086382,,LZTFL1,3.56,2
capillarisin,C011185,56365-38-9,COVID-19,MESH:D000086382,,IL6,3.55,4
clothianidin,C480342,,COVID-19,MESH:D000086382,,HCK|TNF,3.55,2
folpet,C005020,133-07-3,COVID-19,MESH:D000086382,,BSG|CXCL10,3.55,2
imidazopyrazole,C026262,251-80-9,COVID-19,MESH:D000086382,,IL6,3.55,4
pentachlorobenzene,C003060,608-93-5,COVID-19,MESH:D000086382,,IL6,3.55,4
Ro 41-5253,C084904,144092-31-9,COVID-19,MESH:D000086382,,IL10,3.55,2
"S-1,2-dichlorovinyl-N-acetylcysteine",C049705,104713-70-4,COVID-19,MESH:D000086382,,CXCL8,3.55,1
Triclosan,D014260,3380-34-5,COVID-19,MESH:D000086382,,ACE2|AGT|BSG|CCL2|ICAM5|IL1B|IL6|TNF,3.55,23
argatroban,C031942,,COVID-19,MESH:D000086382,,CCL2,3.54,1
"2-(1',2',3',4'-tetrahydroxybutyl)thiazolidine-4-carboxylic acid",C070066,17087-36-4,COVID-19,MESH:D000086382,,TNF,3.53,1
2-(1-(3-dimethylaminopropyl)-5-methoxyindol-3-yl)-3-(1H-indol-3-yl)maleimide,C465664,,COVID-19,MESH:D000086382,,CXCL8,3.53,1
2-(2-(4-(4-nitrobenzyloxy)phenyl)ethyl)isothiourea methanesulfonate,C101670,,COVID-19,MESH:D000086382,,IL1B,3.53,1
2-oxothiazolidine-4-carboxylic acid,C029536,,COVID-19,MESH:D000086382,,IL1B,3.53,1
4-methylcatechol,C018599,452-86-8,COVID-19,MESH:D000086382,,TNF,3.53,1
4-tert-octylphenol,C105260,140-66-9,COVID-19,MESH:D000086382,,MUC1,3.53,1
Aminosalicylic Acids,D000636,,COVID-19,MESH:D000086382,,TNF,3.53,1
Bentonite,D001546,1302-78-9,COVID-19,MESH:D000086382,,TNF,3.53,1
cytisine,C004712,485-35-8,COVID-19,MESH:D000086382,,TNF,3.53,1
Dehydroascorbic Acid,D003683,490-83-5,COVID-19,MESH:D000086382,,IL1B,3.53,1
Fuel Oils,D005648,,COVID-19,MESH:D000086382,,TNF,3.53,1
Hirudins,D006629,,COVID-19,MESH:D000086382,,IL1B,3.53,1
Loperamide,D008139,53179-11-6,COVID-19,MESH:D000086382,,IL2,3.53,1
methysticin,C076881,495-85-2,COVID-19,MESH:D000086382,,TNF,3.53,1
niuhuang,C570000,,COVID-19,MESH:D000086382,,TNF,3.53,1
onapristone,C053238,,COVID-19,MESH:D000086382,,TNF,3.53,1
paxilline,C048220,57186-25-1,COVID-19,MESH:D000086382,,TNF,3.53,1
"tris(1,3-dichloro-2-propyl)phosphate",C016805,13674-87-8,COVID-19,MESH:D000086382,,ACE2|AGT|ATP11A|CCL2|IL10|IL1B|IL6|MUC1|TNF|UGCG,3.53,23
zaprinast,C011145,37762-06-4,COVID-19,MESH:D000086382,,TNF,3.53,1
Zineb,D015038,12122-67-7,COVID-19,MESH:D000086382,,TNF,3.53,1
epinastine,C053090,80012-43-7,COVID-19,MESH:D000086382,,IL6,3.52,4
Fenoterol,D005280,13392-18-2,COVID-19,MESH:D000086382,,CXCL8,3.52,1
Phenformin,D010629,114-86-3,COVID-19,MESH:D000086382,,CCL2|CXCL10,3.52,1
Pyrimethamine,D011739,58-14-0,COVID-19,MESH:D000086382,,IL2,3.52,1
acadesine,C011651,2627-69-2,COVID-19,MESH:D000086382,,AGT,3.51,1
Aldrin,D000452,309-00-2,COVID-19,MESH:D000086382,,BSG,3.51,1
Chir 99021,C473711,,COVID-19,MESH:D000086382,,MUC1,3.51,1
dimethomorph,C076154,110488-70-5,COVID-19,MESH:D000086382,,CCL2,3.51,1
hexabrominated diphenyl ether 153,C517828,,COVID-19,MESH:D000086382,,BTK,3.51,1
1-nitronaphthalene,C016614,86-57-7,COVID-19,MESH:D000086382,,CXCL8,3.50,1
"2,4,6-tribromophenol",C004554,118-79-6,COVID-19,MESH:D000086382,,BTK,3.50,1
Aflatoxin M1,D016607,6795-23-9,COVID-19,MESH:D000086382,,TMEM106B,3.50,1
betadex,C031215,7585-39-9,COVID-19,MESH:D000086382,,IL1B,3.50,1
methyl cellosolve,C005219,109-86-4,COVID-19,MESH:D000086382,,BCL11A,3.50,1
pentabrominated diphenyl ether 100,C517827,,COVID-19,MESH:D000086382,,BTK,3.50,1
Sodium Hydroxide,D012972,1310-73-2,COVID-19,MESH:D000086382,,IL1B,3.50,1
"7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester",C041398,73536-69-3,COVID-19,MESH:D000086382,,TNF,3.49,1
Allethrins,D000487,,COVID-19,MESH:D000086382,,IL1B|TNF,3.49,2
benzyloxycarbonyl-leucyl-glutamyl-histidyl-aspartic acid fluoromethyl ketone,C403754,,COVID-19,MESH:D000086382,,TNF,3.49,1
bioallethrin,C018465,28434-00-6,COVID-19,MESH:D000086382,,CCL2,3.49,1
Flavonols,D044948,,COVID-19,MESH:D000086382,,TNF,3.49,1
Hydroxyapatites,D006882,,COVID-19,MESH:D000086382,,TNF,3.49,1
luzindole,C057154,117946-91-5,COVID-19,MESH:D000086382,,TNF,3.49,1
"N,N'-bis(salicylideneamino)ethane-manganese(II)",C090577,53177-12-1,COVID-19,MESH:D000086382,,IL6,3.49,4
Aminopyrine,D000632,58-15-1,COVID-19,MESH:D000086382,,IL1B,3.48,1
Lactic Acid,D019344,50-21-5,COVID-19,MESH:D000086382,,ABO|ATP11A|CCL2|CCL3|CXCL8|IL10RB|OAS1|TNF,3.48,5
Miconazole,D008825,22916-47-8,COVID-19,MESH:D000086382,,TMEM106B,3.48,1
TAK-243,C000622638,,COVID-19,MESH:D000086382,,BCL11A,3.48,1
"2,2'-azobis(2-amidinopropane)",C046728,13217-66-8,COVID-19,MESH:D000086382,,CCL2,3.47,1
"2,5,2',5'-tetrachlorobiphenyl",C009407,35693-99-3,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL2|IL2RA|IL7|TMPRSS2,3.47,6
"3-amino-1,4-dimethyl-5H-pyrido(4,3-b)indole",C019132,,COVID-19,MESH:D000086382,,CXCL8,3.47,1
Thimerosal,D013849,54-64-8,COVID-19,MESH:D000086382,,CXCL8|IL6|TNF|UGCG,3.47,6
calpain inhibitor III,C058076,,COVID-19,MESH:D000086382,,TNF,3.46,1
cariporide,C093373,,COVID-19,MESH:D000086382,,TNF,3.46,1
Epoxy Compounds,D004852,,COVID-19,MESH:D000086382,,TNF,3.46,1
Eudragit RSPO,C496966,,COVID-19,MESH:D000086382,,TNF,3.46,1
flutolanil,C475882,66332-96-5,COVID-19,MESH:D000086382,,TNF,3.46,1
Gadolinium DTPA,D019786,80529-93-7,COVID-19,MESH:D000086382,,IL6,3.46,4
GSK0660,C529769,,COVID-19,MESH:D000086382,,TNF,3.46,1
Insulin,D007328,,COVID-19,MESH:D000086382,,TNF,3.46,1
monomethyl phthalate,C517284,,COVID-19,MESH:D000086382,,BSG|BTK|CRP,3.46,3
pristane,C009042,1921-70-6,COVID-19,MESH:D000086382,,TNF,3.46,1
propargylglycine,C009055,64165-64-6,COVID-19,MESH:D000086382,,TNF,3.46,1
rutecarpine,C028632,84-26-4,COVID-19,MESH:D000086382,,IL6,3.46,4
schizandrin B,C015499,,COVID-19,MESH:D000086382,,BSG|CCL2|CCL3|IL7|PLSCR1|TYK2,3.46,4
splitomicin,C444426,4707-36-2,COVID-19,MESH:D000086382,,TNF,3.46,1
tephrosin,C480848,76-80-2,COVID-19,MESH:D000086382,,TNF,3.46,1
thifluzamide,C494892,,COVID-19,MESH:D000086382,,BSG,3.46,1
triflumizol,C053549,68694-11-1,COVID-19,MESH:D000086382,,CCL2,3.46,1
ZCL-082,C000721092,,COVID-19,MESH:D000086382,,TNF,3.46,1
domoic acid,C012301,14277-97-5,COVID-19,MESH:D000086382,,TMEM106B,3.44,1
methacrylaldehyde,C039175,78-85-3,COVID-19,MESH:D000086382,,BSG,3.44,1
Monensin,D008985,17090-79-8,COVID-19,MESH:D000086382,,IL6,3.44,4
potassium perchlorate,C009006,,COVID-19,MESH:D000086382,,ACE2,3.44,15
STO 609,C458525,,COVID-19,MESH:D000086382,,CXCL8,3.44,1
2-tert-butyl-4-quinone,C051290,,COVID-19,MESH:D000086382,,IL1B,3.43,1
"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide",C583365,,COVID-19,MESH:D000086382,,IFNAR2,3.43,1
palbociclib,C500026,,COVID-19,MESH:D000086382,,TMPRSS2,3.43,3
Quinacrine,D011796,83-89-6,COVID-19,MESH:D000086382,,AGT,3.43,1
Tolterodine Tartrate,D000068737,,COVID-19,MESH:D000086382,,IL1B,3.43,1
ubiquinone-O,C109863,605-94-7,COVID-19,MESH:D000086382,,IL1B,3.43,1
Vitamin U,D014814,,COVID-19,MESH:D000086382,,IL1B,3.43,1
"2,3,7,8-tetrachlorodibenzofuran",C014211,51207-31-9,COVID-19,MESH:D000086382,,AGT|IL10|IL1B|IL6|LZTFL1|TNF,3.42,8
"5-iodo-3-((3,5-dibromo-4-hydroxyphenyl)methylene)-2-indolinone",C489251,,COVID-19,MESH:D000086382,,TNF,3.42,1
Amobarbital,D000654,57-43-2,COVID-19,MESH:D000086382,,TNF,3.42,1
Antipyrine,D000983,60-80-0,COVID-19,MESH:D000086382,,TNF,3.42,1
batimastat,C080985,,COVID-19,MESH:D000086382,,TNF,3.42,1
Dalteparin,D017985,,COVID-19,MESH:D000086382,,TNF,3.42,1
kuntai capsule,C000620717,,COVID-19,MESH:D000086382,,TNF,3.42,1
monomethylarsonic acid,C020300,124-58-3,COVID-19,MESH:D000086382,,BTK|CXCL10,3.42,2
"N-(1-methylethyl)-1,1,2-trimethylpropylamine",C502260,,COVID-19,MESH:D000086382,,TNF,3.42,1
Penicillin V,D010404,87-08-1,COVID-19,MESH:D000086382,,CXCL8,3.42,1
Platinum,D010984,7440-06-4,COVID-19,MESH:D000086382,,CXCL8,3.42,1
Pyrilamine,D011738,91-84-9,COVID-19,MESH:D000086382,,CXCL8,3.42,1
Squalene,D013185,111-02-4,COVID-19,MESH:D000086382,,TNF,3.42,1
telithromycin,C106791,,COVID-19,MESH:D000086382,,TNF,3.42,1
vanoxerine,C043425,,COVID-19,MESH:D000086382,,TNF,3.42,1
"2,3-pentanedione",C013186,600-14-6,COVID-19,MESH:D000086382,,CSF3,3.41,1
2-(4-amino-3-methylphenyl)-5-fluorobenzothiazole,C425784,,COVID-19,MESH:D000086382,,IL6,3.41,4
4-nitro-3-cresol,C008636,,COVID-19,MESH:D000086382,,IL6,3.41,4
lauric acid,C030358,143-07-7,COVID-19,MESH:D000086382,,CXCL8,3.41,1
NSC 74859,C520337,,COVID-19,MESH:D000086382,,IL1B,3.41,1
Alprazolam,D000525,28981-97-7,COVID-19,MESH:D000086382,,IL2,3.40,1
Buprenorphine,D002047,52485-79-7,COVID-19,MESH:D000086382,,IL2,3.40,1
copper histidine,C098468,,COVID-19,MESH:D000086382,,TNF,3.40,1
flunisolide,C007734,,COVID-19,MESH:D000086382,,TNF,3.40,1
GSK690693,C528328,,COVID-19,MESH:D000086382,,TNF,3.40,1
lanthanum oxide,C103829,1312-81-8,COVID-19,MESH:D000086382,,TNF,3.40,1
LPM4870108,C000723544,,COVID-19,MESH:D000086382,,PLSCR1,3.40,1
nickel sulfide,C017558,16812-54-7,COVID-19,MESH:D000086382,,TNF,3.40,1
Phytosterols,D010840,,COVID-19,MESH:D000086382,,TNF,3.40,1
Quinoxalines,D011810,,COVID-19,MESH:D000086382,,TNF,3.40,1
Thromboxane A2,D013928,57576-52-0,COVID-19,MESH:D000086382,,TNF,3.40,1
Tiotropium Bromide,D000069447,,COVID-19,MESH:D000086382,,TNF,3.40,1
"2,2',3,3',4,4',5-heptachlorobiphenyl",C541131,,COVID-19,MESH:D000086382,,CXCL8,3.39,1
bisphenol B,C492482,,COVID-19,MESH:D000086382,,BSG,3.39,1
Cyproterone Acetate,D017373,427-51-0,COVID-19,MESH:D000086382,,CRP,3.39,1
methylformamide,C002950,123-39-7,COVID-19,MESH:D000086382,,CCL3,3.39,1
Selenic Acid,D064586,,COVID-19,MESH:D000086382,,CCL2,3.39,1
Uridine Triphosphate,D014544,63-39-8,COVID-19,MESH:D000086382,,IL6,3.39,4
"2,4,3',5'-tetramethoxystilbene",C440850,,COVID-19,MESH:D000086382,,CXCL8,3.38,1
"4-amino-2,6-dinitrotoluene",C035207,19406-51-0,COVID-19,MESH:D000086382,,HCK|IL1B,3.38,2
bromfenacoum,C013418,56073-10-0,COVID-19,MESH:D000086382,,AGT|BSG,3.38,2
Inulin,D007444,9005-80-5,COVID-19,MESH:D000086382,,ACE2,3.38,15
Prostaglandins,D011453,,COVID-19,MESH:D000086382,,IL1B,3.38,1
Strychnine,D013331,57-24-9,COVID-19,MESH:D000086382,,IL1B,3.38,1
swietenine,C546524,,COVID-19,MESH:D000086382,,IL1B,3.38,1
Thymidine,D013936,50-89-5,COVID-19,MESH:D000086382,,CXCL8,3.38,1
4-aminobenzhydrazide,C034343,5351-17-7,COVID-19,MESH:D000086382,,CXCL8,3.37,1
5-chloro-1-(4-chlorobenzyl)-3-(phenylthio)indole-2-carboxylic acid,C479635,,COVID-19,MESH:D000086382,,TNF,3.37,1
"benzo(a)pyrene-1,6-quinone",C030233,3067-13-8,COVID-19,MESH:D000086382,,TNF,3.37,1
Carbonyl Cyanide p-Trifluoromethoxyphenylhydrazone,D002259,370-86-5,COVID-19,MESH:D000086382,,AGT,3.37,1
Ceftazidime,D002442,78439-06-2,COVID-19,MESH:D000086382,,IL10,3.37,2
D-JNKI-1,C478085,,COVID-19,MESH:D000086382,,TNF,3.37,1
fenamic acid,C001209,91-40-7,COVID-19,MESH:D000086382,,TNF,3.37,1
GW 7845,C401311,,COVID-19,MESH:D000086382,,TNF,3.37,1
Panobinostat,D000077767,,COVID-19,MESH:D000086382,,BCL11A|HCK|IFNAR2|PLSCR1,3.37,3
rosemary oil,C053775,8000-25-7,COVID-19,MESH:D000086382,,TNF,3.37,1
S-nitro-N-acetylpenicillamine,C110881,,COVID-19,MESH:D000086382,,IL6,3.37,4
tabun,C009374,77-81-6,COVID-19,MESH:D000086382,,IL6,3.37,4
tranilast,C012293,53902-12-8,COVID-19,MESH:D000086382,,TNF,3.37,1
Cefuroxime,D002444,55268-75-2,COVID-19,MESH:D000086382,,IL10,3.36,2
Iodoacetic Acid,D019807,64-69-7,COVID-19,MESH:D000086382,,CCL2,3.36,1
Sesame Oil,D012715,8008-74-0,COVID-19,MESH:D000086382,,AGT|IL6|TNF,3.36,6
Sulfamethoxazole,D013420,723-46-6,COVID-19,MESH:D000086382,,CXCL8,3.36,1
pyrimidifen,C476509,,COVID-19,MESH:D000086382,,MUC1,3.35,1
24-norursodeoxycholic acid,C081331,99697-24-2,COVID-19,MESH:D000086382,,TNF,3.34,1
3-(4'-hydroxy-3'-adamantylbiphenyl-4-yl)acrylic acid,C472791,,COVID-19,MESH:D000086382,,CXCL8|UGCG,3.34,2
"5-amino-7-(2-phenylethyl)-2-(2-furyl)pyrazolo(4,3-e)-1,2,4-triazolo(1,5-c)pyrimidine",C098657,,COVID-19,MESH:D000086382,,TNF,3.34,1
alpinetin,C436748,,COVID-19,MESH:D000086382,,TNF,3.34,1
Flavones,D047309,,COVID-19,MESH:D000086382,,TNF,3.34,1
formic acid,C030544,,COVID-19,MESH:D000086382,,TNF,3.34,1
hexafluoron,C058039,,COVID-19,MESH:D000086382,,TNF,3.34,1
Sulfates,D013431,,COVID-19,MESH:D000086382,,CXCL8,3.34,1
"Triiodothyronine, Reverse",D014285,5817-39-0,COVID-19,MESH:D000086382,,TNF,3.34,1
6-isopropoxy-9-oxoxanthene-2-carboxylic acid,C053876,33458-93-4,COVID-19,MESH:D000086382,,CXCL8,3.33,1
benzo(a)pyrene diolepoxide I,C072019,60268-85-1,COVID-19,MESH:D000086382,,IL6,3.33,4
Cetirizine,D017332,83881-51-0,COVID-19,MESH:D000086382,,CXCL8,3.33,1
perfluoropentanoic acid,C000619812,,COVID-19,MESH:D000086382,,IL6,3.33,4
"16,16-Dimethylprostaglandin E2",D015064,39746-25-3,COVID-19,MESH:D000086382,,TNF,3.32,1
17-alpha-Hydroxyprogesterone,D019326,68-96-2,COVID-19,MESH:D000086382,,TNF,3.32,1
Albumin-Bound Paclitaxel,D000068196,,COVID-19,MESH:D000086382,,TNF,3.32,1
angelicae sinensis extract,C044613,,COVID-19,MESH:D000086382,,TNF,3.32,1
hyperforin,C001654,11079-53-1,COVID-19,MESH:D000086382,,CXCL8,3.32,1
Meclofenamic Acid,D008469,644-62-2,COVID-19,MESH:D000086382,,TNF,3.32,1
nectandrin-B,C524653,,COVID-19,MESH:D000086382,,TNF,3.32,1
phenobarbital quinidine,C033457,1400-48-2,COVID-19,MESH:D000086382,,IL1B,3.32,1
SM 164,C533467,,COVID-19,MESH:D000086382,,TNF,3.32,1
3-hydroxyacetanilide,C026137,621-42-1,COVID-19,MESH:D000086382,,CXCL10,3.31,1
"3-N-1(spermine)-7, 24-dihydroxy-5-cholestane 24-sulfate",C441128,,COVID-19,MESH:D000086382,,CCL2,3.31,1
8-prenylnaringenin,C119737,,COVID-19,MESH:D000086382,,IL6,3.31,4
Flavoring Agents,D005421,,COVID-19,MESH:D000086382,,IL6,3.31,4
Citric Acid,D019343,77-92-9,COVID-19,MESH:D000086382,,CCL2,3.30,1
Gossypol,D006072,303-45-7,COVID-19,MESH:D000086382,,CCL2,3.30,1
Nicardipine,D009529,55985-32-5,COVID-19,MESH:D000086382,,AGT,3.30,1
"1,2-naphthoquinone",C040756,524-42-5,COVID-19,MESH:D000086382,,CXCL8,3.29,1
"2-tert-butyl-9-fluoro-3,6-dihydro-7H-benz(h)imidazo(4,5-f)isoquinoline-7-one",C524063,,COVID-19,MESH:D000086382,,IL6,3.29,4
"6,7-dimethyl-2-(2E)-3-(1-methyl-2-phenyl-1H-pyrrolo(2,3-b)pyridin-3-yl-prop-2-enoyl)-1,2,3,4-tetrahydroisoquinoline hydrochloride",C508504,,COVID-19,MESH:D000086382,,TNF,3.29,1
alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid,D018350,77521-29-0,COVID-19,MESH:D000086382,,TNF,3.29,1
Bandrowski's base,C051597,20048-27-5,COVID-19,MESH:D000086382,,CXCL8,3.29,1
Charcoal,D002606,16291-96-6,COVID-19,MESH:D000086382,,TNF,3.29,1
Coumestrol,D003375,479-13-0,COVID-19,MESH:D000086382,,BSG|IL2|IL6|TMEM106B|TNF,3.29,7
Glucaric Acid,D005937,,COVID-19,MESH:D000086382,,IL6,3.29,4
homocastasterone,C070164,83509-42-6,COVID-19,MESH:D000086382,,TNF,3.29,1
"Honghua extract, Carthamus tinctorius",C079426,,COVID-19,MESH:D000086382,,TNF,3.29,1
lonidamine,C016371,50264-69-2,COVID-19,MESH:D000086382,,IL1B,3.29,1
N(6)-cyclohexyladenosine,C027513,36396-99-3,COVID-19,MESH:D000086382,,TNF,3.29,1
tylophorine,C004218,482-20-2,COVID-19,MESH:D000086382,,TNF,3.29,1
Cefotaxime,D002439,63527-52-6,COVID-19,MESH:D000086382,,IL10,3.28,2
Vigabatrin,D020888,60643-86-9,COVID-19,MESH:D000086382,,BSG,3.28,1
2-dichlorobenzene,C004726,95-50-1,COVID-19,MESH:D000086382,,TNF,3.27,1
9-methoxycamptothecin,C025724,19685-10-0,COVID-19,MESH:D000086382,,TNF,3.27,1
Cholates,D020355,,COVID-19,MESH:D000086382,,TNF,3.27,1
Cytochalasin B,D003571,14930-96-2,COVID-19,MESH:D000086382,,IL1B,3.27,1
lithospermate B,C061091,122021-74-3,COVID-19,MESH:D000086382,,IL1B,3.27,1
Mimosine,D008898,500-44-7,COVID-19,MESH:D000086382,,TNF,3.27,1
pazopanib,C516667,,COVID-19,MESH:D000086382,,IL1B,3.27,1
Triamcinolone,D014221,124-94-7,COVID-19,MESH:D000086382,,CCL2,3.27,1
"1,2,5,6-dibenzanthracene",C026486,53-70-3,COVID-19,MESH:D000086382,,CCR2|UGCG,3.26,2
2-amino-2-methyl-1-propanol,C006551,124-68-5,COVID-19,MESH:D000086382,,TMPRSS2,3.26,3
"diisononyl 1,2-cyclohexanedicarboxylic acid",C558012,,COVID-19,MESH:D000086382,,CCL2,3.26,1
5-nitro-2-(3-phenylpropylamino)benzoic acid,C058176,107254-86-4,COVID-19,MESH:D000086382,,TNF,3.25,1
beraprost,C048081,88430-50-6,COVID-19,MESH:D000086382,,TNF,3.25,1
Bexarotene,D000077610,,COVID-19,MESH:D000086382,,MUC1,3.25,1
bicyclol,C477843,,COVID-19,MESH:D000086382,,TNF,3.25,1
coniferaldehyde,C075384,458-36-6,COVID-19,MESH:D000086382,,TNF,3.25,1
Ethidium,D004996,3546-21-2,COVID-19,MESH:D000086382,,TNF,3.25,1
perifosine,C105905,,COVID-19,MESH:D000086382,,TNF,3.25,1
Pinacidil,D020110,85371-64-8,COVID-19,MESH:D000086382,,TNF,3.25,1
propylparaben,C006068,94-13-3,COVID-19,MESH:D000086382,,AGT|TNF,3.25,2
saxagliptin,C502994,,COVID-19,MESH:D000086382,,TNF,3.25,1
