Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
NCALD,83988,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
NISCH,11188,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
PDLIM2,64236,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
PLK3,1263,COVID-19,MESH:D000086382,,Zinc,2.35,2
PLXNB2,23654,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
PPA1,5464,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
PRKD3,23683,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
PSMD7,5713,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
PSME4,23198,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
RABGGTB,5876,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
RND3,390,COVID-19,MESH:D000086382,,Zinc,2.35,2
RRP12,23223,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
RUVBL1,8607,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
SERPINB1,1992,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
SF1,7536,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
SLC51B,123264,COVID-19,MESH:D000086382,,Choline,2.35,1
SND1,27044,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
SON,6651,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
SSR3,6747,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
SUOX,6821,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
TACC1,6867,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
TNFRSF9,3604,COVID-19,MESH:D000086382,,Zinc,2.35,2
UAP1,6675,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
WDHD1,11169,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
WIPI1,55062,COVID-19,MESH:D000086382,,Choline,2.35,1
ZFR,51663,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
ADRM1,11047,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
ANXA7,310,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
BCL3,602,COVID-19,MESH:D000086382,,Zinc,2.34,2
CD55,1604,COVID-19,MESH:D000086382,,Zinc,2.34,2
CDK7,1022,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
CNTN1,1272,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
CSNK2A2,1459,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
DAXX,1616,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
DLST,1743,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
EFHD2,79180,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
EHBP1,23301,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
ETFDH,2110,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
ETS1,2113,COVID-19,MESH:D000086382,,Zinc,2.34,2
FBLN5,10516,COVID-19,MESH:D000086382,,Choline,2.34,1
FBP1,2203,COVID-19,MESH:D000086382,,Zinc,2.34,2
FLRT3,23767,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
FSTL1,11167,COVID-19,MESH:D000086382,,Choline,2.34,1
GALK1,2584,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
GLIPR1,11010,COVID-19,MESH:D000086382,,Choline,2.34,1
GNA13,10672,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
GPM6A,2823,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
GSTM5,2949,COVID-19,MESH:D000086382,,Choline,2.34,1
HIBADH,11112,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
HNRNPM,4670,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
HRH1,3269,COVID-19,MESH:D000086382,,Zinc,2.34,2
KIF4A,24137,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
LGALSL,29094,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
LITAF,9516,COVID-19,MESH:D000086382,,Zinc,2.34,2
MMUT,4594,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
MTA1,9112,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
MYO1E,4643,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
NDUFB8,4714,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
PICALM,8301,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
PPIB,5479,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
PPP2R5C,5527,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
PRXL2A,84293,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
PSMA3,5684,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
PSMA7,5688,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
PSMC6,5706,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
PTAFR,5724,COVID-19,MESH:D000086382,,Choline,2.34,1
PTPRG,5793,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
QKI,9444,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
RCN1,5954,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
RELB,5971,COVID-19,MESH:D000086382,,Zinc,2.34,2
RPL22,6146,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
RPS3A,6189,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
SCPEP1,59342,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
SEC31A,22872,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
SLC7A7,9056,COVID-19,MESH:D000086382,,Choline,2.34,1
STK11,6794,COVID-19,MESH:D000086382,,Choline,2.34,1
STMN2,11075,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
TBK1,29110,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
TNFRSF25,8718,COVID-19,MESH:D000086382,,Choline,2.34,1
TP53BP1,7158,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
USP14,9097,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
VAMP2,6844,COVID-19,MESH:D000086382,,Ivermectin,2.34,2
ABCE1,6059,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
ADRB3,155,COVID-19,MESH:D000086382,,Choline,2.33,1
ALOX5AP,241,COVID-19,MESH:D000086382,,Choline,2.33,1
ANP32E,81611,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
ATP6V1B2,526,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
BRAF,673,COVID-19,MESH:D000086382,,Zinc,2.33,2
CDO1,1036,COVID-19,MESH:D000086382,,Choline,2.33,1
CORO1C,23603,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
CYTB,4519,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
ERCC2,2068,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
ETHE1,23474,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
EZH2,2146,COVID-19,MESH:D000086382,,Zinc,2.33,2
H19,283120,COVID-19,MESH:D000086382,,Choline,2.33,1
HEY1,23462,COVID-19,MESH:D000086382,,Choline,2.33,1
IARS1,3376,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
IGFBP4,3487,COVID-19,MESH:D000086382,,Zinc,2.33,2
ITSN1,6453,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
KITLG,4254,COVID-19,MESH:D000086382,,Zinc,2.33,2
LOXL1,4016,COVID-19,MESH:D000086382,,Choline,2.33,1
LRPPRC,10128,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
MRPS18B,28973,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
MYADM,91663,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
NSF,4905,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
NUP210,23225,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
OAS3,4940,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
PPP1R14B,26472,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
PTX3,5806,COVID-19,MESH:D000086382,,Zinc,2.33,2
PXDN,7837,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
RASA1,5921,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
RBM47,54502,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
RPA3,6119,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
RPL10,6134,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
SLC6A8,6535,COVID-19,MESH:D000086382,,Choline,2.33,1
STXBP1,6812,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
THBS2,7058,COVID-19,MESH:D000086382,,Choline,2.33,1
TKFC,26007,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
TLN2,83660,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
USP9X,8239,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
WEE1,7465,COVID-19,MESH:D000086382,,Zinc,2.33,2
YBX3,8531,COVID-19,MESH:D000086382,,Ivermectin,2.33,2
ADAM10,102,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
ARHGAP18,93663,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
ATP1B3,483,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
ATP6,4508,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
BCAR3,8412,COVID-19,MESH:D000086382,,Choline,2.32,1
CFB,629,COVID-19,MESH:D000086382,,Zinc,2.32,2
CHKA,1119,COVID-19,MESH:D000086382,,Choline,2.32,1
CNDP2,55748,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
COX5A,9377,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
COX5B,1329,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
CYP51A1,1595,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
DHX9,1660,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
DTYMK,1841,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
ECI2,10455,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
EDEM1,9695,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
H6PD,9563,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
IFI35,3430,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
KCTD12,115207,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
KNTC1,9735,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
LIPC,3990,COVID-19,MESH:D000086382,,Zinc,2.32,2
LRRC59,55379,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
MAP4K4,9448,COVID-19,MESH:D000086382,,Choline,2.32,1
MAT1A,4143,COVID-19,MESH:D000086382,,Choline,2.32,1
PANK1,53354,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
PDCD6IP,10015,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
RAB3B,5865,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
RAD23A,5886,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
RALA,5898,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
RFTN1,23180,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
SLC25A13,10165,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
SRSF3,6428,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
STBD1,8987,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
TAX1BP3,30851,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
TBL1XR1,79718,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
TTN,7273,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
UGP2,7360,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
WDR1,9948,COVID-19,MESH:D000086382,,Ivermectin,2.32,2
AACS,65985,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
ACTN4,81,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
ADRA2A,150,COVID-19,MESH:D000086382,,Choline,2.31,1
AHRR,57491,COVID-19,MESH:D000086382,,Choline,2.31,1
ANKRD1,27063,COVID-19,MESH:D000086382,,Choline,2.31,1
AP1S1,1174,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
APC,324,COVID-19,MESH:D000086382,,Zinc,2.31,2
ATP6V1A,523,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
ATP6V1D,51382,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
ATP8B1,5205,COVID-19,MESH:D000086382,,Choline,2.31,1
CCR1,1230,COVID-19,MESH:D000086382,,Choline,2.31,1
CDC25A,993,COVID-19,MESH:D000086382,,Zinc,2.31,2
CDCA2,157313,COVID-19,MESH:D000086382,,Choline,2.31,1
CITED2,10370,COVID-19,MESH:D000086382,,Zinc,2.31,2
CRK,1398,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
EHMT2,10919,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
GABRA1,2554,COVID-19,MESH:D000086382,,Zinc,2.31,2
GNAO1,2775,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
GNL3,26354,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
GPI,2821,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
H1-2,3006,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
HIBCH,26275,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
HSDL2,84263,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
IPO5,3843,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
LNPEP,4012,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
LTBP1,4052,COVID-19,MESH:D000086382,,Choline,2.31,1
NBN,4683,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
PLP1,5354,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
POLE,5426,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
PPFIBP1,8496,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
PSMB6,5694,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
RAD51AP1,10635,COVID-19,MESH:D000086382,,Choline,2.31,1
RPS27,6232,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
RRS1,23212,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
SARS1,6301,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
SDCBP,6386,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
SLC16A6,9120,COVID-19,MESH:D000086382,,Choline,2.31,1
SLC25A5,292,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
SLIT2,9353,COVID-19,MESH:D000086382,,Choline,2.31,1
SPRY1,10252,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
SSR1,6745,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
TCF7L2,6934,COVID-19,MESH:D000086382,,Choline,2.31,1
TP53I3,9540,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
UCK2,7371,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
UTRN,7402,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
ZMYND8,23613,COVID-19,MESH:D000086382,,Ivermectin,2.31,2
ABCF1,23,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
ACSF2,80221,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
ASL,435,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
B4GALT1,2683,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
BAMBI,25805,COVID-19,MESH:D000086382,,Choline,2.30,1
CALU,813,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
CBL,867,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
CBX5,23468,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
CCT8,10694,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
CLDN5,7122,COVID-19,MESH:D000086382,,Choline,2.30,1
CNP,1267,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
CRIM1,51232,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
DLAT,1737,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
EHD4,30844,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
ETFB,2109,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
F11R,50848,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
FARP1,10160,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
GNAQ,2776,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
GTF2I,2969,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
HLA-B,3106,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
HNRNPC,3183,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
HSD17B11,51170,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
IFITM2,10581,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
IL13RA1,3597,COVID-19,MESH:D000086382,,Choline,2.30,1
MTR,4548,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
NFIX,4784,COVID-19,MESH:D000086382,,Choline,2.30,1
NOCT,25819,COVID-19,MESH:D000086382,,Choline,2.30,1
NR5A2,2494,COVID-19,MESH:D000086382,,Choline,2.30,1
PDHB,5162,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
PEG10,23089,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
PLS1,5357,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
PRIM2,5558,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
PRKAR2B,5577,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
PSMD1,5707,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
PTMS,5763,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
RPL13A,23521,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
RPL15,6138,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
RPL7,6129,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
RPS15A,6210,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
RPS6KA5,9252,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
SAMHD1,25939,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
SERBP1,26135,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
SET,6418,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
SFXN1,94081,COVID-19,MESH:D000086382,,Ivermectin,2.30,2
TNFRSF19,55504,COVID-19,MESH:D000086382,,Choline,2.30,1
TNFRSF21,27242,COVID-19,MESH:D000086382,,Choline,2.30,1
CKAP2,26586,COVID-19,MESH:D000086382,,Choline,2.29,1
DAG1,1605,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
DDX39A,10212,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
DFFA,1676,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
ECM1,1893,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
EEF1D,1936,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
EIF3A,8661,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
EXO1,9156,COVID-19,MESH:D000086382,,Choline,2.29,1
HAT1,8520,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
HNRNPAB,3182,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
HP,3240,COVID-19,MESH:D000086382,,Zinc,2.29,2
IMPA2,3613,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
INHBB,3625,COVID-19,MESH:D000086382,,Choline,2.29,1
IVD,3712,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
LIMCH1,22998,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
MSRA,4482,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
MYBBP1A,10514,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
NCAM1,4684,COVID-19,MESH:D000086382,,Choline,2.29,1
NUF2,83540,COVID-19,MESH:D000086382,,Choline,2.29,1
PDHA1,5160,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
PFN2,5217,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
PLA2G7,7941,COVID-19,MESH:D000086382,,Choline,2.29,1
PPP1CB,5500,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
PSMC2,5701,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
PTCH1,5727,COVID-19,MESH:D000086382,,Choline,2.29,1
RANBP1,5902,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
RPA1,6117,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
SMPD1,6609,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
SOCS1,8651,COVID-19,MESH:D000086382,,Choline,2.29,1
SQOR,58472,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
XRCC6,2547,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
YWHAH,7533,COVID-19,MESH:D000086382,,Ivermectin,2.29,2
CALB1,793,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
CAPRIN1,4076,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
CCT5,22948,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
CENPA,1058,COVID-19,MESH:D000086382,,Choline,2.28,1
CLDN11,5010,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
CLIC1,1192,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
CREM,1390,COVID-19,MESH:D000086382,,Zinc,2.28,2
DHRS7,51635,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
FANCI,55215,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
FECH,2235,COVID-19,MESH:D000086382,,Choline,2.28,1
GAA,2548,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
GAD1,2571,COVID-19,MESH:D000086382,,Zinc,2.28,2
GRIA3,2892,COVID-19,MESH:D000086382,,Choline,2.28,1
IRF2BP2,359948,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
NFIA,4774,COVID-19,MESH:D000086382,,Choline,2.28,1
PDE3A,5139,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
PEPD,5184,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
PRKCE,5581,COVID-19,MESH:D000086382,,Zinc,2.28,2
PSMB4,5692,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
PSMD12,5718,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
PTGES,9536,COVID-19,MESH:D000086382,,Zinc,2.28,2
RPL17,6139,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
RPLP0,6175,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
SELENOP,6414,COVID-19,MESH:D000086382,,Zinc,2.28,2
SFRP1,6422,COVID-19,MESH:D000086382,,Choline,2.28,1
SLC19A1,6573,COVID-19,MESH:D000086382,,Choline,2.28,1
SMC2,10592,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
TPR,7175,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
UMPS,7372,COVID-19,MESH:D000086382,,Ivermectin,2.28,2
ABCG5,64240,COVID-19,MESH:D000086382,,Zinc,2.27,2
AQP9,366,COVID-19,MESH:D000086382,,Choline,2.27,1
AS3MT,57412,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
CAD,790,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
CIDEA,1149,COVID-19,MESH:D000086382,,Choline,2.27,1
CRIP2,1397,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
FDXR,2232,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
FMO3,2328,COVID-19,MESH:D000086382,,Choline,2.27,1
G3BP1,10146,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
GCHFR,2644,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
GPRC5A,9052,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
GPX7,2882,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
HERPUD1,9709,COVID-19,MESH:D000086382,,Zinc,2.27,2
HNRNPA3,220988,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
HSPG2,3339,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
IFITM1,8519,COVID-19,MESH:D000086382,,Choline,2.27,1
MED1,5469,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
MYCN,4613,COVID-19,MESH:D000086382,,Choline,2.27,1
NARS1,4677,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
NCEH1,57552,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
NNMT,4837,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
NPC2,10577,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
PMVK,10654,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
PSIP1,11168,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
SLC37A4,2542,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
SLC4A7,9497,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
TPM2,7169,COVID-19,MESH:D000086382,,Ivermectin,2.27,2
CAVIN2,8436,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
CCT2,10576,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
CCT3,7203,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
CRYL1,51084,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
ELAVL1,1994,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
EPS8,2059,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
GALE,2582,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
GJB1,2705,COVID-19,MESH:D000086382,,Choline,2.26,1
GNB1,2782,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
HNRNPU,3192,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
ITGA4,3676,COVID-19,MESH:D000086382,,Choline,2.26,1
KNSTRN,90417,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
LIFR,3977,COVID-19,MESH:D000086382,,Choline,2.26,1
MDH2,4191,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
NCAPD2,9918,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
PFN1,5216,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
POLD1,5424,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
PSAP,5660,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
PSMA2,5683,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
RAP1A,5906,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
RBP4,5950,COVID-19,MESH:D000086382,,Choline,2.26,1
RPL10A,4736,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
SRSF2,6427,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
TM4SF1,4071,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
TOP2B,7155,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
TPP1,1200,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
UQCRC1,7384,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
UQCRC2,7385,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
YWHAG,7532,COVID-19,MESH:D000086382,,Ivermectin,2.26,2
ADK,132,COVID-19,MESH:D000086382,,Ivermectin,2.25,2
ALDH7A1,501,COVID-19,MESH:D000086382,,Choline,2.25,1
ARPC1B,10095,COVID-19,MESH:D000086382,,Ivermectin,2.25,2
BRD2,6046,COVID-19,MESH:D000086382,,Ivermectin,2.25,2
CD59,966,COVID-19,MESH:D000086382,,Ivermectin,2.25,2
CD81,975,COVID-19,MESH:D000086382,,Ivermectin,2.25,2
CENPE,1062,COVID-19,MESH:D000086382,,Choline,2.25,1
CRELD2,79174,COVID-19,MESH:D000086382,,Ivermectin,2.25,2
DBN1,1627,COVID-19,MESH:D000086382,,Ivermectin,2.25,2
